loss,val_loss,accuracy,val_accuracy
0.1731991250004824,0.07302715468782445,0.9496454753034491,0.9809574186723089
0.048861288291517105,0.0708999048082653,0.9869006129071025,0.976725733932822
0.045699858274895075,0.09839063930277933,0.9869607018387213,0.9743454112668606
0.03513689830352152,0.0446962164564327,0.9900853262828987,0.988362866966411
0.019524642678102812,0.026190149233349603,0.9950727076072587,0.9928590320021159
0.009434370726691474,0.024913377285219553,0.9972959980771542,0.9936524728907696
0.014622175397348922,0.021321007702609664,0.9959139526499219,0.9947103940756413
0.011252547567603952,0.02189022548155244,0.9965749308977286,0.9949748743718593
0.010638927481506119,0.07754110574817207,0.9972359091455354,0.9780481354139117
0.013638355825962664,0.23189528618454572,0.9956735969234467,0.9423432954244909
0.049386763479056954,0.034125847895087894,0.9851580338901574,0.992065591113462
0.04288223817268056,0.021021230216484735,0.9881023915394784,0.9941814334832055
0.0177943388372503,0.030620689899256006,0.9945919961543084,0.9907431896323724
0.02917733576656661,0.021307135687225823,0.9923086167527941,0.9949748743718593
0.024684146093982492,0.04406907874597579,0.9933301285903137,0.9896852684475007
0.016619607739778643,0.07539327592483235,0.9949525297440212,0.9830732610420524
0.00761432507922189,0.026165080304705178,0.9981973320514361,0.9939169531869876
0.0034232517142675253,0.03346270960334078,0.9990385770940993,0.992065591113462
0.013037106369735879,0.027899977171211603,0.9965749308977286,0.9949748743718593
0.0008567320554858131,0.027419681807736986,0.9998798221367624,0.9957683152605131
0.012100643293700733,0.02689827070017924,0.997055642350679,0.9936524728907696
0.007725595308855787,0.028257450305415436,0.9980170652565797,0.9931235122983337
0.02555405004509062,0.03946024535373214,0.9932099507270761,0.992065591113462
0.02080104643932675,0.028743508056403997,0.9940511957697392,0.9941814334832055
0.013382364114401277,0.04142399649726931,0.9962143973080159,0.992065591113462
0.02582132961570128,0.021255270833501066,0.9932700396586949,0.9960327955567311
0.0061245049867187104,0.02859603605210542,0.9983775988462925,0.9933879925945517
0.005313503083052108,0.026452398028994465,0.9986179545727677,0.9957683152605131
0.005860108157205769,0.02444100426756392,0.9986780435043865,0.9955038349642952
0.0035721117639289056,0.020344353193264032,0.9991587549573369,0.9960327955567311
0.02333597960520821,0.028447610220252748,0.9932099507270761,0.9939169531869876
0.019445651594157457,0.0466443829830415,0.9952529744021151,0.9933879925945517
0.0200084143032493,0.042993911453098714,0.9942314625645956,0.9904787093361545
0.023379838003239676,0.03160750164698998,0.9941713736329768,0.9947103940756413
0.021028766013595594,0.027819580855810103,0.9939310179065016,0.9949748743718593
0.0022161562916350524,0.024467381691939846,0.9995793774786684,0.9962972758529489
0.0004497300767288393,0.025414813916932507,1.0,0.9957683152605131
0.0024632016941941396,0.028449752978189,0.9993390217521932,0.9952393546680772
0.014837132292136668,0.04631244409079429,0.9959740415815407,0.99233007140968
0.012227226519601713,0.03350102214194349,0.9966350198293474,0.9947103940756413
